filename,duration,rms_mean,rms_std,rms_max,zcr_mean,zcr_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,pitch_mean,pitch_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,mel_spectrogram_mean,mel_spectrogram_std,VideoNumber
"55+Happy Gut, Happy Brain _ Similac Total Comfort _ Formula Milk for Sensitive Tummies.mp3",15.07,0.10764514,0.05413015,0.31191114,0.0607430896362586,0.0707619414538596,2907.87727546429,1657.3338180221358,3388.7341177813464,608.8813237168235,200.6413434082985,343.9566761065561,-213.56755,72.01781,127.23702,36.618523,-1.7656515,24.3546,43.86629,22.60105,-9.90154,21.105513,20.08237,17.945148,-19.319675,17.617075,4.9804144,11.084034,-10.247516,13.456558,-4.903298,10.843209,-4.603326,11.9674835,0.025019998,12.41484,-4.290102,8.974534,0.47774562,0.3648876,0.41868538,0.2951599,0.45305744,0.37843812,0.34688815,0.29132435,0.30694562,0.29924244,0.31500027,0.3139481,0.2721244,0.2675832,0.29350936,0.31142735,0.264062,0.25131482,0.28652853,0.29423016,0.3167072,0.30635682,0.39815238,0.3138817,2.6443498,20.48937,55
56+HiPP Organic UK Big On The Little Things - Brand film.mp3,30.07,0.040696513,0.020171776,0.09222536,0.0710312590457352,0.0559413001033655,3065.594045320057,1285.8078603041697,3442.6931886187003,635.309883615723,361.2127005751062,601.0526962922809,-288.2667,94.11179,130.68169,31.905855,-15.139969,32.51776,61.191505,21.754486,-15.179381,19.705376,30.693007,20.18957,-13.102321,13.341108,17.577406,13.298449,-12.304542,11.624251,1.443854,11.308478,-2.4513984,10.88999,-4.1848626,12.714216,-3.0409765,10.288142,0.4196053,0.29551584,0.3929692,0.26142082,0.44324696,0.2952125,0.4563363,0.31010112,0.46493417,0.27890933,0.5319938,0.32006222,0.4420711,0.26020145,0.4234507,0.29318684,0.4317666,0.29441205,0.46043462,0.3063363,0.5136934,0.33974862,0.41849217,0.2658847,0.36183032,2.3185391,56
57+Holle Organic Infant Formulas.mp3,114.34,0.1432648,0.07330437,0.420247,0.0684044898276474,0.0788428268024433,2709.1648699261627,1769.6272924616148,2979.6316939242256,960.6797607583256,226.8158359585278,439.6071958775967,-174.011,81.08413,147.00754,44.05258,-10.223937,25.975876,44.432964,25.652683,-10.766367,22.065577,23.33974,19.967009,-15.72138,15.395672,10.677531,12.943136,-8.256408,11.3305645,-3.0996292,9.5584,-2.1290934,9.993323,-2.857543,9.201513,-5.210591,8.358264,0.4537983,0.2910486,0.38545743,0.23642778,0.54511386,0.34788537,0.401532,0.23958214,0.35486576,0.2976584,0.32015187,0.26037723,0.35552457,0.28290543,0.40115422,0.30559507,0.35216582,0.2559822,0.4207565,0.31909972,0.4171499,0.25277227,0.5307542,0.31671137,4.622716,35.877316,57
58+How Long Does it take to Transition ( -32).mp3,32.65,0.055892218,0.030840576,0.17372929,0.0365021912771062,0.0186147727575614,1566.9135980952135,786.3033477763199,2117.466004229424,745.3438603453721,127.2353600541312,128.9335168774071,-284.29385,82.10755,194.11028,36.352177,-13.975665,23.147432,10.411137,16.950237,-16.327776,16.138578,11.356391,11.774721,-6.545335,12.041061,-2.1896162,8.354331,-6.3977156,9.112665,-10.181608,9.66115,-9.1661625,7.510788,-4.645176,7.023263,-4.083773,7.757194,0.6225438,0.35897484,0.442653,0.23817587,0.37282026,0.29542014,0.37206224,0.22399357,0.57817453,0.3303996,0.50822437,0.27608174,0.3136467,0.23003073,0.45677218,0.32276616,0.3603212,0.2429944,0.29932714,0.2590402,0.30363664,0.24299496,0.3787699,0.22616227,0.7586448,4.546147,58
59+How to make a baby bottle of Similac® formula..mp3,54.57086167800453,0.14317636,0.057026234,0.3048886,0.0495659999202297,0.0301725149803908,2348.8102142713938,1163.9129089550222,2822.86810782177,1024.91734339494,173.14569791791322,281.128981051076,-178.8577,100.48802,150.79451,38.37539,-27.556238,20.378477,38.51569,27.026854,-5.518549,19.88374,21.261215,22.80439,-15.026956,13.125294,4.252217,17.27692,-12.747859,12.19864,-0.86971164,13.367056,-11.222853,10.915904,-4.9586973,11.552376,-6.024653,10.652401,0.3248834,0.22967651,0.3593497,0.28546,0.30774096,0.2067371,0.42030358,0.23876496,0.6114781,0.338371,0.4456742,0.23819266,0.4134401,0.34400922,0.3263606,0.20246093,0.5002637,0.34326494,0.426239,0.29903072,0.30848265,0.23467143,0.4086772,0.32596457,4.3359675,23.745932,59
60+Introducing Enspire™ by Enfamil®.mp3,15.02,0.04209079,0.029327337,0.12582067,0.0554350155767001,0.0770332575829357,2137.5635701139454,1898.9377121659163,2378.8492228100395,1016.3180439237558,203.09580090085944,416.79814639859705,-368.7403,96.6916,136.94629,47.21527,8.427779,36.716515,33.68183,29.81029,0.3720241,23.85847,16.049717,17.787119,-11.158769,18.81612,10.059918,13.079088,-13.477632,11.74644,-10.491666,11.107291,-2.952873,12.541701,-6.162387,11.044895,-1.64884,9.368674,0.29884738,0.30781245,0.42558834,0.31175733,0.5724082,0.37861288,0.44729847,0.29238346,0.33045426,0.30639887,0.27714536,0.30984306,0.30058792,0.3132637,0.27710977,0.31335214,0.26523256,0.26939103,0.33307964,0.32831767,0.26187828,0.24804646,0.25015098,0.26547042,0.49783698,4.5788975,60
61+Introducing Kendamil – Britain’s baby formula.mp3,35.78,0.17554668,0.09293769,0.4602589,0.0310628941738319,0.0247144928170395,1969.449995623148,1076.1709222958398,3043.9995704092144,858.07286879603,211.2125999197049,385.5703113079913,-205.12305,84.81663,146.8917,29.55515,13.211861,27.353136,43.24399,18.454468,-2.138278,17.827393,35.329044,15.754961,4.5679917,10.563345,20.1964,11.348412,-3.4530587,10.0797,3.3670385,9.551203,-0.21338764,7.398521,-3.5363395,8.722323,-3.3178327,9.5261,0.50363636,0.36153117,0.4032406,0.28214443,0.3730557,0.27139595,0.35969692,0.24459738,0.4536852,0.3071997,0.42152467,0.26694638,0.44640586,0.20140983,0.7403979,0.3156898,0.5379852,0.23010248,0.34106094,0.25053918,0.29175037,0.23153602,0.36742103,0.26231834,7.539933,63.475464,61
62+Introducing NEW Enfagrow A+ with MFGM Complex & 40%% Higher DHA▪.mp3,15.35,0.14980714,0.07411682,0.33662564,0.0948638570011337,0.085509200668428,3337.282671620811,1662.642009966803,3286.514132742065,652.0822404684916,377.7860940398492,613.0345731663234,-152.09639,80.05253,122.55015,41.218784,-26.462936,26.20741,55.339264,22.19491,-17.636133,17.340876,32.851917,17.189802,-14.158383,13.326675,12.788646,12.427151,-7.4091516,12.500895,-0.5259733,9.236347,-4.6979866,8.827555,-3.1039932,9.225971,-1.5760667,8.409325,0.5996362,0.3578028,0.45997792,0.27246362,0.39834467,0.27405557,0.4039635,0.28220364,0.47036165,0.30851912,0.45437098,0.30616027,0.39664263,0.2705303,0.46994737,0.2999737,0.38378966,0.27262,0.3483665,0.29061702,0.34828195,0.27128136,0.42524144,0.28277293,4.8652744,37.720734,62
63+It All Adds Up.mp3,30.09,0.06868695,0.027348699,0.14489943,0.0587037639853395,0.0716338227625604,2640.031599640805,1974.3915043743675,2986.0222458551007,1134.1421985360512,228.65461121183927,417.0434480486592,-285.55554,92.75245,141.25272,45.36527,6.2383866,44.694633,44.673107,29.392561,-4.799658,21.147423,28.486217,20.381935,-15.409964,22.258423,26.71903,15.185999,-7.6878767,13.892298,-1.384649,15.339361,-0.42709172,15.725913,-6.2250032,13.356795,-5.1542697,11.204365,0.5118369,0.3574818,0.38223228,0.28338313,0.3098353,0.27212015,0.28926384,0.2568445,0.38266242,0.33423662,0.36745927,0.31684318,0.3250053,0.27755824,0.38359004,0.32416618,0.38911203,0.28718612,0.427207,0.32713455,0.41931134,0.28822216,0.43933266,0.28648326,0.98336583,5.9230456,63
64+Jersey 爱薇牛 Milk Powder Commercial HD. mp4.mp3,55.89,0.05299374,0.036946017,0.16497685,0.0499297499805255,0.0581228111025252,2341.895325894333,1485.6890987297948,2913.3324302959686,970.446367110287,194.68173602858877,388.26102586385065,-297.033,85.860275,143.70245,39.207733,-6.5751243,26.42007,32.59514,19.01694,-6.0933237,19.065294,13.685293,15.876593,-9.912875,14.482819,15.776016,10.601271,-1.7693616,11.336215,-0.5649272,11.284789,-3.9747636,10.306999,-5.2896557,10.651157,-5.499763,8.439095,0.29847643,0.260625,0.398497,0.31120947,0.44447303,0.33368787,0.3904477,0.3004675,0.39046812,0.32063243,0.40561718,0.29855475,0.510273,0.33172348,0.4306632,0.3102155,0.3733737,0.2856179,0.47230977,0.344316,0.3568677,0.26924947,0.3021338,0.25803092,0.7943551,7.3470697,64
65+Join thousands of happy Kabrita families.mp3,30.09,0.060233705,0.05580787,0.24291758,0.0664718062789351,0.058258636207286,2416.869396437862,1250.7172140404596,2558.137092762728,651.3730183133694,305.9509138251346,416.6294862101368,-306.35822,97.95413,143.11607,46.10256,-30.843931,42.06475,14.182949,27.683033,-2.216028,22.030718,9.100189,18.706532,-6.449749,18.529995,3.4715452,14.633141,-2.6396344,14.154697,-2.457077,12.990466,-1.1600821,11.590295,0.535318,11.28525,-2.691273,11.191185,0.45671415,0.32618806,0.43367076,0.29664016,0.4472532,0.3168492,0.46383384,0.33343086,0.4368226,0.3257535,0.44757095,0.33625877,0.41923136,0.31797248,0.4289796,0.32260734,0.4220825,0.30740622,0.45400694,0.32362846,0.48528844,0.33436573,0.4416748,0.30553335,1.0467623,9.3787,65
66+Karicare _ Only What Matters.mp3,30.07,0.05892469,0.033633556,0.14659378,0.0467879347983404,0.0570047812268394,2114.279012832109,1468.636901649175,2571.7829819251087,950.6198981508882,253.94010587637652,499.2071567593683,-307.3726,103.32473,145.84067,44.62289,-6.576011,29.205341,34.278885,28.955835,-4.481383,19.273443,13.150397,17.53234,-9.811983,16.55694,10.831264,12.087628,-8.087409,10.942756,-1.9979005,11.50765,-4.0415025,11.839914,-10.703275,11.128392,-4.7015557,9.150204,0.3916277,0.35787392,0.33232445,0.30735946,0.30500993,0.32536498,0.29166046,0.3101554,0.33781993,0.32503223,0.31181115,0.30018002,0.31447262,0.25169158,0.51035947,0.3895217,0.34509608,0.26429182,0.22701395,0.26417807,0.24645002,0.27243838,0.315317,0.30396527,0.8504192,6.597832,66
67+Karicare 'Australia's Happiest Toddler' TVC - AdNews.mp3,15.05,0.06562118,0.046352137,0.24644715,0.0557939445595605,0.0657554209630334,2585.136554469286,1893.0797535669903,2971.909275302038,1082.0184929172833,495.4730944194547,700.626632278269,-309.59045,101.491776,113.39924,52.130566,-15.69486,35.447468,16.894953,25.580421,0.09225429,23.4408,10.976533,21.080545,-13.155615,17.864439,9.70964,15.201831,-10.213389,16.299889,-1.2959771,16.015162,-5.671988,14.619341,1.1909188,12.657681,-0.70191133,10.039375,0.29289505,0.32351682,0.32837573,0.34211388,0.35226047,0.34586483,0.36961746,0.35737723,0.34991395,0.33579782,0.36353752,0.35253096,0.38243607,0.34545404,0.3854995,0.35156685,0.36109564,0.33207932,0.3281037,0.32804236,0.29507574,0.32447302,0.28277075,0.32629386,1.181382,11.20141,67
"68+Lactel Milumel 'Rototo' baby milk_leche de formula bebé, commercial publicite.mp3",30.54,0.06312086,0.029839363,0.14640078,0.035110966600152,0.0321749212343417,1955.881082531518,1083.983068105199,2634.85480981516,847.2660268173747,164.2241890683923,327.6519053275938,-305.01578,88.42132,149.36992,34.921165,-17.180597,21.935549,35.524734,21.668327,7.483225,20.842756,21.421167,16.860598,-2.8213928,15.186552,11.852187,11.13854,3.1442387,10.597556,3.1329696,13.253838,-9.0295,10.716756,-2.508979,9.47795,-1.6905806,10.030393,0.29893053,0.31874636,0.3397104,0.25115582,0.5154785,0.3516371,0.4680529,0.31940922,0.3891895,0.30798957,0.39082724,0.30718538,0.39977577,0.2947115,0.50818187,0.39332262,0.3900178,0.3137158,0.29806507,0.26058057,0.2331171,0.21744037,0.3086123,0.3362488,0.92734444,6.69201,68
7+ANS BABY TV Commercial (English Version).mp3,30.09,0.08442984,0.056183208,0.2722736,0.0575359956717785,0.0627166218090506,2475.9982607372976,1402.830979241072,2925.4381746990607,702.1554851359614,230.45583851494163,395.6232256282394,-252.26558,66.89464,138.82024,36.90273,-19.224491,23.730434,24.851006,22.97094,-6.689684,19.658787,8.115569,17.688295,-11.755294,15.133435,5.4394464,13.524227,-11.573011,12.291697,-0.526748,11.890908,-5.687108,10.2487755,-1.9952366,10.306072,-0.26859787,9.652089,0.28305468,0.30051166,0.32213545,0.32627958,0.32907498,0.30734313,0.37605527,0.33467433,0.40076292,0.33934525,0.3711373,0.3350838,0.3517463,0.3386412,0.3028869,0.30150154,0.32248992,0.32557327,0.323773,0.33738574,0.2730931,0.2898418,0.28788963,0.29485476,1.9495748,20.029833,7
"70+Mom, Becca Stanley Shares Her #FormulaForHappiness.mp3",15.12,0.029861603,0.024205225,0.17563187,0.0579922984219109,0.0887650193411408,2258.954545696886,2090.392279559889,2492.9291053575794,1114.6736052254814,227.15391926948683,385.0796091779236,-381.1528,85.02938,130.76993,52.503986,20.925434,33.494293,23.977604,26.23522,-6.2839036,21.090717,8.735403,19.035587,-8.466674,15.679794,-3.4759157,12.857621,-9.838675,11.208761,-5.653568,12.166818,-5.291785,11.265362,-6.1031423,11.118227,-8.207622,9.255962,0.19468334,0.23882493,0.21237375,0.2396651,0.23851223,0.23754689,0.38481918,0.25005502,0.67000973,0.32793364,0.560345,0.27434295,0.39830863,0.3109577,0.3993359,0.31390744,0.4659954,0.3019368,0.43375787,0.30580407,0.3083869,0.2711409,0.23489453,0.2625192,0.2558632,3.2746236,70
71+Mother's Day 2021 - You Made Their Lockdown Magical.mp3,30.07,0.11862542,0.047286443,0.282171,0.0255745549498263,0.0101705646456575,965.6440508138232,407.8355193465407,1380.5372377080182,409.3293710572703,158.26674461278444,122.368076781454,-253.83693,54.19721,214.82439,30.898365,-0.38855815,14.907912,18.486923,15.287137,13.452172,13.745865,1.2772822,7.5382237,1.6321688,7.0832644,-3.1201832,6.210886,-4.4592752,6.5009885,-7.023644,6.1407533,-3.1791637,7.567889,-0.7676371,6.4376125,0.381111,6.9138556,0.38378778,0.18914877,0.21583119,0.21019393,0.16443756,0.15292384,0.24160518,0.25058436,0.26193783,0.2554187,0.30165458,0.17114046,0.6189359,0.33633518,0.28114054,0.15896343,0.1067144,0.0952581,0.16271313,0.1256464,0.4658271,0.2533904,0.75956756,0.29676393,3.1586206,17.208572,71
72+Nestlé Good Start Plus Formula Ode To Bellies EN 15s.mp3,15.07,0.046629727,0.022846526,0.1106596,0.0636893163010007,0.0625668893590037,2701.662996661675,1586.0095220340725,2976.4739806749053,848.4806403520156,292.3254022024952,413.7683975257414,-302.94687,78.655525,139.92316,40.528564,-26.697989,29.6108,36.00681,27.382315,-9.692582,23.44967,23.614534,23.12242,-15.78554,18.025562,16.563345,15.763806,-10.649833,11.766619,-1.8153535,15.37548,1.8546389,12.713756,-0.61078423,12.974631,-2.8361552,10.203446,0.39177018,0.34621507,0.3468615,0.3057418,0.2988774,0.2842361,0.32684386,0.29748014,0.3827774,0.33722734,0.34645328,0.3111968,0.29693982,0.2702534,0.37232935,0.3339272,0.32489797,0.28171805,0.36049768,0.35264456,0.31347874,0.29337287,0.3145849,0.28275305,0.4935584,3.4486,72
73+Nestle Good Start Supreme Baby Formula Commercial (2004).mp3,30.3,0.16775146,0.07645456,0.36568496,0.0373452840636973,0.0369520458256424,1681.4236268101056,1054.2892218503837,2267.1257208514103,723.1919884970242,122.77347628971414,185.08147676872957,-199.73334,54.476593,184.34082,33.44548,-10.736602,19.87397,21.52711,22.99132,-1.4659028,19.479883,8.84108,15.445428,-10.794443,14.734799,2.3224893,9.641726,3.890759,9.806521,-1.6545985,11.010946,5.847023,10.1657715,-11.816266,11.578747,-10.528251,9.281208,0.34679085,0.33052388,0.27503282,0.26909342,0.32287723,0.26306695,0.45621577,0.35329494,0.3196933,0.266968,0.2862634,0.28205788,0.30585262,0.2699476,0.4093577,0.31723714,0.4819815,0.33895543,0.36497244,0.2698622,0.38134092,0.34207082,0.29364312,0.24166548,6.6092334,50.294056,73
74+Nestle Good Start.m4v.mp3,30.05,0.08286268,0.036854204,0.18770178,0.0728383983318849,0.0667906715880884,3094.736240506088,1545.523432618637,3289.972500360449,903.0163053008812,301.73443073962574,426.1723357720502,-215.07527,75.41464,133.00061,35.794903,-28.701767,31.870989,39.429436,22.006409,-15.270721,19.197132,19.322329,21.477234,-15.171665,15.900637,15.814102,16.085411,-8.461396,12.082966,10.254015,11.987373,-4.6060247,11.119811,3.2804317,9.9890585,1.503836,9.5434475,0.41931137,0.34162962,0.39399007,0.32269865,0.35921568,0.29894224,0.37834856,0.30266777,0.43234146,0.31833628,0.49667153,0.35461468,0.4561592,0.33419594,0.40634087,0.31740868,0.38933322,0.31013837,0.39063656,0.31950942,0.37187964,0.29479432,0.37395683,0.3003733,1.4333187,9.998985,74
75+Nestlé LACTOGROW TVC – English 15s.mp3,15.07,0.18011755,0.09040117,0.40151903,0.0685529584055042,0.0792944592023204,2883.329858154784,1790.3840646536264,3099.7795780206684,806.3061611033643,258.6554430634663,448.33211272196655,-171.29683,77.41988,134.01714,42.355644,-23.416197,25.897339,35.37116,27.336554,-7.861083,23.190397,19.006565,22.113207,-23.461819,18.832422,12.106968,14.902091,-10.30159,13.106318,-5.767724,18.944496,-3.1136916,12.494488,-1.5059692,13.498375,-5.8105793,11.206195,0.3511744,0.34114552,0.3273814,0.31159076,0.2802155,0.28375268,0.27995914,0.27928042,0.37021446,0.33219764,0.41813636,0.35212806,0.34543607,0.28592396,0.41686717,0.3564379,0.35350972,0.30355486,0.31571093,0.3256386,0.2796147,0.28350282,0.2798727,0.28049737,7.337442,51.94617,75
76+New Enfagrow A+ MindPro Gentlease - For Sensitive Tummy.mp3,15.09,0.08920764,0.054759666,0.2518333,0.049986102764423,0.0698180007628999,2166.8254889371588,1758.6974189811897,2610.0934079857675,848.0304488532281,173.14060218422955,328.7812576722746,-282.4861,98.69771,142.14255,55.60975,3.2893445,28.579304,41.35628,27.18518,0.7784242,22.325596,14.061652,23.545769,-14.701004,17.12227,1.0604403,13.017125,-6.8141856,13.073637,-9.300108,13.829684,-8.077742,11.291404,-7.4586434,9.491384,-9.448542,8.8589735,0.557133,0.3753914,0.41406155,0.27896118,0.30384785,0.2624227,0.3005619,0.28667355,0.3543946,0.32099262,0.30659857,0.27974075,0.30876836,0.2696463,0.42050564,0.34559345,0.35364965,0.29378423,0.29937503,0.28626457,0.31698397,0.27751178,0.39973888,0.27992553,2.0943193,15.9592905,76
77+New S-26® GOLD PROGRESS®.mp3,15.07,0.112131335,0.05274669,0.35044122,0.0599589828714395,0.0596209574752115,2266.985557942264,1535.8934614439509,2524.4481683240183,799.0101633940031,163.32112247441813,301.2091488194468,-196.03287,54.850986,170.72476,45.05021,-25.574324,18.837255,27.871439,26.913778,-8.358846,23.703945,17.463696,18.04593,-15.52403,13.81801,2.907366,10.836179,-7.04654,13.01184,-1.7744609,10.816123,-7.805549,9.531202,-3.4278047,10.706467,-2.6945543,10.189936,0.50823665,0.34324205,0.32783532,0.2498115,0.31469548,0.2865798,0.28492934,0.24814878,0.3723387,0.3217423,0.33469087,0.29405108,0.30520573,0.2450271,0.47772577,0.32477325,0.3741983,0.24284258,0.3466309,0.32156843,0.32337418,0.27574974,0.4235767,0.28931606,2.7850626,17.833351,77
78+Nunalac Baby Formula TV Commercial.mp3,30.19,0.07519828,0.04809219,0.27827176,0.044549985282103,0.0282126531894604,1574.251625975014,818.6497453982355,1904.6050204399664,847.141878305845,158.16676702557083,201.1135832650319,-296.91403,82.209785,160.8569,36.083885,-5.995547,37.69018,0.36398992,27.577585,-9.919946,18.72908,-6.9437346,20.630611,-5.934981,15.238426,4.74329,18.076237,-8.504929,13.658115,-8.945943,14.093172,-12.001551,13.547451,-7.932927,11.18002,-2.3025932,12.132592,0.45980728,0.3219281,0.32119596,0.24254048,0.4024546,0.38078368,0.2704165,0.21976557,0.38145882,0.36961895,0.3198849,0.3371668,0.23296817,0.23982699,0.29220408,0.2987944,0.20497279,0.21789609,0.21463269,0.27994308,0.2247249,0.24906191,0.34754512,0.29544434,1.4688083,12.841851,78
79+Nutrilon Opvolgmelk.mp3,52.08,0.14994746,0.0769623,0.3554998,0.0192044955834819,0.0135406992108719,1169.5219671149932,750.0826883992837,2245.877058820192,870.2326065252345,141.45624137129016,237.2357683126152,-301.26172,93.57872,162.55997,44.867943,43.864967,26.496899,19.09459,15.533938,1.4151311,14.262745,9.750742,11.898547,-10.134535,11.746477,-2.1443558,12.231253,-19.323322,12.810379,-8.501713,14.242731,-15.395047,9.356267,-9.5913,8.827355,-10.009071,7.5104027,0.15972927,0.21112981,0.23413472,0.21932991,0.38682696,0.40031663,0.3117734,0.3025474,0.1822005,0.21005689,0.24252057,0.28009918,0.3771578,0.34115463,0.42486808,0.38558584,0.31479686,0.25478828,0.34335223,0.33525646,0.3124672,0.33716375,0.20482002,0.2564183,5.5982146,39.756927,79
8+Aptaclub-Aptamil.mp3,15.09,0.045625944,0.020612432,0.14076439,0.040732421875,0.0264135080745011,1867.6430314386253,994.1687070146096,2458.3752374353217,960.1016198441488,142.63280295520218,230.244824969306,-297.68903,97.355965,165.67569,37.979343,-5.0963163,35.6939,31.615292,23.323984,-1.5450168,11.206325,17.497177,11.598502,-7.661323,9.402974,6.0001264,15.202926,-5.18607,8.571115,2.7761607,8.286722,-5.5980062,5.907736,-5.636092,8.21007,-4.714423,9.672437,0.41078055,0.32044807,0.3890341,0.20908986,0.555026,0.3667352,0.44306576,0.25184342,0.46146297,0.27987593,0.4754742,0.29238498,0.30380002,0.21884428,0.25998175,0.21782123,0.34668848,0.19790256,0.65198255,0.3444797,0.43182877,0.217102,0.29290742,0.18081796,0.47538775,3.1547637,8
81+Pet Evaporated Milk For babies Commercial 1952.mp3,60.26,0.04827296,0.03626278,0.15318568,0.0573203245400693,0.0365994291569443,1986.3118738771595,885.7640005776952,2178.7850616323512,803.5191418810118,218.31840686651145,368.572556129313,-318.99683,67.669266,178.84575,42.27486,-40.40593,26.288479,3.6306107,19.034756,7.380649,19.571604,1.4565467,16.152563,-13.721588,12.610771,-2.5789587,9.750275,-7.338589,9.861776,-7.701642,9.055784,-6.7820086,8.526727,-7.5877504,9.183957,-6.532512,8.755051,0.46006346,0.31947872,0.4598332,0.32103932,0.45381892,0.29829055,0.45943806,0.30074903,0.42936778,0.29254112,0.40828,0.29438025,0.4103528,0.29202437,0.42138052,0.29677764,0.42647582,0.28959233,0.45384938,0.3109477,0.47758836,0.3155489,0.47097787,0.30947435,0.6534767,4.438133,81
82+Real time video advertisiment for Baby Formula created by Dutta Innovations 1.mp3,85.52,0.07656029,0.0469619,0.27250367,0.0593907612707004,0.0715333146677036,2536.171230249637,1746.7652672052004,2940.4649943637296,872.7649854647552,241.72067054493533,423.9486623159388,-254.47383,63.256607,140.3526,41.0905,-4.759937,21.540009,32.840378,23.072256,-1.9393044,21.988186,23.449474,17.64246,-14.914924,18.445982,8.462285,11.296029,-1.4813395,10.126494,-2.8413596,11.087155,-1.9014324,9.889217,-0.7448063,10.842929,-4.5349894,9.194705,0.31282482,0.27774918,0.30016565,0.28156033,0.29358825,0.2578713,0.36209267,0.32997254,0.37006682,0.31438202,0.4025168,0.31168148,0.49397194,0.34786206,0.4065111,0.29391694,0.3599574,0.30470365,0.3231997,0.288973,0.36175784,0.28811207,0.4112617,0.33977115,1.5040781,12.823067,82
83+Safely Store Formula ( -56).mp3,55.73,0.07136605,0.03970548,0.26726234,0.0417533863387835,0.0264763177189813,1962.2104308689968,1066.8144399936284,2574.1089328069934,1029.3495814625237,142.2278272426897,129.5421981829245,-239.65475,85.63108,172.05794,37.304123,-6.3558526,21.967089,14.75276,23.745573,-12.80774,15.581112,13.538674,13.891282,-7.0592146,11.646043,2.300367,12.464961,-7.955076,8.716505,-5.0257807,12.06233,-8.674319,6.8233256,-1.5150003,8.176647,-2.638142,7.344782,0.7078585,0.33978578,0.47665083,0.22332798,0.35879764,0.27949393,0.35669678,0.21591164,0.5376421,0.3203951,0.47454947,0.2714293,0.31792104,0.22512193,0.47368622,0.31545395,0.3674863,0.23590629,0.32247195,0.26198962,0.31243625,0.23367955,0.39717916,0.20884869,1.248614,10.316331,83
84+See how Similac® NeoSure® supports preemie growth and development.mp3,45.07,0.033316504,0.019056445,0.10813459,0.0668717707796806,0.0920955715549931,2705.032885602106,2227.264144065155,2948.929927967344,1006.9619313469155,248.8192608344496,486.83015320102857,-366.91357,76.96787,134.86218,55.79941,13.475377,31.330463,25.814396,33.075268,-6.13469,24.528692,25.114151,19.33397,-23.26824,17.38858,5.39235,13.375482,-7.8732934,12.905629,-1.732582,11.418086,-2.5340137,12.444026,-9.439993,11.599263,-9.049123,9.503565,0.29826364,0.30746168,0.31998858,0.28593424,0.38726366,0.31122923,0.4220694,0.33906952,0.38795367,0.31317613,0.4665938,0.36676875,0.39245927,0.30411538,0.34890467,0.3304734,0.30419978,0.2786871,0.29599026,0.29783586,0.32239386,0.3072292,0.3182312,0.30936232,0.26740837,2.601007,84
85+See why Similac® Soy Isomil® helps with fussiness & gas.mp3,30.09,0.06967819,0.0474087,0.25099012,0.0624108962070794,0.0961696696465424,2287.5278295666744,2323.591258137162,2374.247732200841,992.2288726129624,309.62321599583834,546.6628132959481,-313.30005,77.32405,143.27412,59.65292,15.560498,33.262386,28.039967,30.74466,0.26884052,27.602959,15.295657,22.911352,-13.205479,16.959019,1.8159131,12.077462,-3.1637442,11.3723545,-1.3313624,12.760247,2.6633692,13.061547,-0.7148018,11.461117,-5.5133677,10.52779,0.35722592,0.32797965,0.32776928,0.2922214,0.31146005,0.2899547,0.2959786,0.28460914,0.33293,0.2909016,0.43193138,0.35837638,0.38376048,0.30586472,0.36630705,0.32723582,0.3400071,0.2799797,0.37223703,0.32145667,0.4317244,0.35085925,0.38242042,0.302452,1.32051,13.800597,85
87+Similac Infant Formula for Immune Support ( -15).mp3,17.04,0.031274498,0.01840289,0.09805351,0.0688765938990122,0.0967745961195395,2496.887341929487,2186.841934934272,2601.5828441631797,989.5370677625328,236.3749358296737,463.3987272702472,-373.63116,68.047134,148.0123,56.756298,3.046568,29.73987,18.89398,33.44748,-7.239741,25.580498,19.934841,19.448748,-18.312798,15.775284,6.750128,13.0901985,-7.698793,10.510467,-2.4506354,10.93601,-0.076633215,11.778264,-15.529455,13.569172,-8.9660635,9.030386,0.3589524,0.32602173,0.29958212,0.2748035,0.3357059,0.29999706,0.33751065,0.3060593,0.38489044,0.31784588,0.41651198,0.3533382,0.37739372,0.3017438,0.42823076,0.35221323,0.31015962,0.24890877,0.29524806,0.28025806,0.37051326,0.33882177,0.34287074,0.28047603,0.23527084,2.352387,87
