ad_id,inner_brightness_mean,inner_brightness_std,inner_sharpness_mean,inner_sharpness_std,objects_count_yolo_mean,objects_count_yolo_std,face_count_yolo_mean,face_count_yolo_std,region_size_avg_mean,region_size_avg_std,region_count_mean,region_count_std,rule_of_thirds_mean,rule_of_thirds_std,im_num_mean,im_num_std,color_brightness_mean,color_brightness_std,color_hue_mean,color_hue_std,color_saturation_mean,color_saturation_std,color_brightness_contrast_mean,color_brightness_contrast_std,color_color_diversity_mean,color_color_diversity_std,color_clarity_mean,color_clarity_std,color_black_mean,color_black_std,color_blue_mean,color_blue_std,color_brown_mean,color_brown_std,color_gray_mean,color_gray_std,color_green_mean,color_green_std,color_orange_mean,color_orange_std,color_pink_mean,color_pink_std,color_purple_mean,color_purple_std,color_red_mean,color_red_std,color_white_mean,color_white_std,color_yellow_mean,color_yellow_std,texture_c1_contrast_mean,texture_c1_contrast_std,texture_c1_correlation_mean,texture_c1_correlation_std,texture_c1_energy_mean,texture_c1_energy_std,texture_c1_homogeneity_mean,texture_c1_homogeneity_std,texture_c1_dissimilarity_mean,texture_c1_dissimilarity_std,texture_c2_contrast_mean,texture_c2_contrast_std,texture_c2_correlation_mean,texture_c2_correlation_std,texture_c2_energy_mean,texture_c2_energy_std,texture_c2_homogeneity_mean,texture_c2_homogeneity_std,texture_c2_dissimilarity_mean,texture_c2_dissimilarity_std,texture_c3_contrast_mean,texture_c3_contrast_std,texture_c3_correlation_mean,texture_c3_correlation_std,texture_c3_energy_mean,texture_c3_energy_std,texture_c3_homogeneity_mean,texture_c3_homogeneity_std,texture_c3_dissimilarity_mean,texture_c3_dissimilarity_std,VideoNumber,"GroupN(1=low(1-3),2=neutral(4-6),3=high(7-10))",PrefereneMean,PurchaseDesireMean,NarrativeInterityMean,EmpathyMean,TotalTime(S),ShotNumber,ShotMean,id,std_x,std_y,combined_std,convex_hull_area,convex_hull_area_shapely,mean_euclidean_distance,intercept,preference,purchase
1+90 Years Crafting.mp4,1.4843941176470588,0.1189560605359613,43.93686470588235,49.623875709631214,1.8235294117647056,1.9759584420492964,0.8235294117647058,0.6359337738364604,0.0826058823529411,0.0698978493105138,10.411764705882351,4.664477777970057,0.8960058823529412,0.0943694036127986,8.352941176470589,5.600682731491182,112.6570411764706,18.88141071576945,37.12694117647059,7.831491193177934,52.89470588235295,33.11359102052114,81.62515882352942,6.978682482394047,414720.5876470588,0.1774305995172866,59.64424705882352,6.637965836112529,0.3398235294117647,0.0754960556040162,0.0377647058823529,0.0444909111670079,0.1243529411764706,0.1045651359060888,0.236,0.1080717354353116,0.0712941176470588,0.1026607061549612,5.882352941176471e-05,0.0002425356250363,0.0164117647058823,0.0184019660074997,0.0004117647058823,0.001003669737103,0.0002941176470588,0.0005878675320972,0.1321176470588235,0.0745057735623062,0.0414117647058823,0.0872933694672234,216.76664117647056,90.89744729621162,0.9355882352941176,0.0318801639415667,0.2881470588235294,0.0487758279997256,0.7888411764705883,0.0361278988252764,2.5054,0.7583580725818112,162.2064411764706,100.4083060228464,0.9675882352941176,0.0208872533603912,0.2807823529411765,0.0672417210079995,0.6342882352941177,0.0796285900474269,2.9378,1.3015814409786273,41.40987058823529,38.52679720199249,0.9970882352941176,0.0023148656421435,0.2344647058823529,0.0193188684055404,0.5826529411764706,0.0511572834214134,2.524117647058824,0.901939564380074,1,2,5.95744680851064,5.5531914893617,5.08510638297872,5.25531914893617,33,8,4.125,R_2qFdJq0jnOo6gpt,0.04905867179870901,0.132776441459906,0.141549767521566,0.06703438464506101,0.06703438464506101,0.11413971916907201,1,2,2
1+90 Years Crafting.mp4,1.4843941176470588,0.1189560605359613,43.93686470588235,49.623875709631214,1.8235294117647056,1.9759584420492964,0.8235294117647058,0.6359337738364604,0.0826058823529411,0.0698978493105138,10.411764705882351,4.664477777970057,0.8960058823529412,0.0943694036127986,8.352941176470589,5.600682731491182,112.6570411764706,18.88141071576945,37.12694117647059,7.831491193177934,52.89470588235295,33.11359102052114,81.62515882352942,6.978682482394047,414720.5876470588,0.1774305995172866,59.64424705882352,6.637965836112529,0.3398235294117647,0.0754960556040162,0.0377647058823529,0.0444909111670079,0.1243529411764706,0.1045651359060888,0.236,0.1080717354353116,0.0712941176470588,0.1026607061549612,5.882352941176471e-05,0.0002425356250363,0.0164117647058823,0.0184019660074997,0.0004117647058823,0.001003669737103,0.0002941176470588,0.0005878675320972,0.1321176470588235,0.0745057735623062,0.0414117647058823,0.0872933694672234,216.76664117647056,90.89744729621162,0.9355882352941176,0.0318801639415667,0.2881470588235294,0.0487758279997256,0.7888411764705883,0.0361278988252764,2.5054,0.7583580725818112,162.2064411764706,100.4083060228464,0.9675882352941176,0.0208872533603912,0.2807823529411765,0.0672417210079995,0.6342882352941177,0.0796285900474269,2.9378,1.3015814409786273,41.40987058823529,38.52679720199249,0.9970882352941176,0.0023148656421435,0.2344647058823529,0.0193188684055404,0.5826529411764706,0.0511572834214134,2.524117647058824,0.901939564380074,1,2,5.95744680851064,5.5531914893617,5.08510638297872,5.25531914893617,33,8,4.125,R_5iNTkLqxP6ZbD7H,0.071654565349624,0.10492324245064301,0.127056143266668,0.06368031442901201,0.06368031442901201,0.11232946556942801,1,2,2
1+90 Years Crafting.mp4,1.4843941176470588,0.1189560605359613,43.93686470588235,49.623875709631214,1.8235294117647056,1.9759584420492964,0.8235294117647058,0.6359337738364604,0.0826058823529411,0.0698978493105138,10.411764705882351,4.664477777970057,0.8960058823529412,0.0943694036127986,8.352941176470589,5.600682731491182,112.6570411764706,18.88141071576945,37.12694117647059,7.831491193177934,52.89470588235295,33.11359102052114,81.62515882352942,6.978682482394047,414720.5876470588,0.1774305995172866,59.64424705882352,6.637965836112529,0.3398235294117647,0.0754960556040162,0.0377647058823529,0.0444909111670079,0.1243529411764706,0.1045651359060888,0.236,0.1080717354353116,0.0712941176470588,0.1026607061549612,5.882352941176471e-05,0.0002425356250363,0.0164117647058823,0.0184019660074997,0.0004117647058823,0.001003669737103,0.0002941176470588,0.0005878675320972,0.1321176470588235,0.0745057735623062,0.0414117647058823,0.0872933694672234,216.76664117647056,90.89744729621162,0.9355882352941176,0.0318801639415667,0.2881470588235294,0.0487758279997256,0.7888411764705883,0.0361278988252764,2.5054,0.7583580725818112,162.2064411764706,100.4083060228464,0.9675882352941176,0.0208872533603912,0.2807823529411765,0.0672417210079995,0.6342882352941177,0.0796285900474269,2.9378,1.3015814409786273,41.40987058823529,38.52679720199249,0.9970882352941176,0.0023148656421435,0.2344647058823529,0.0193188684055404,0.5826529411764706,0.0511572834214134,2.524117647058824,0.901939564380074,1,2,5.95744680851064,5.5531914893617,5.08510638297872,5.25531914893617,33,8,4.125,R_x5FWpiRdYvqrumZ,0.06926456904207601,0.068578651096136,0.097471082433458,0.040370611496913004,0.040370611496913004,0.08449520201643901,1,2,2
1+90 Years Crafting.mp4,1.4843941176470588,0.1189560605359613,43.93686470588235,49.623875709631214,1.8235294117647056,1.9759584420492964,0.8235294117647058,0.6359337738364604,0.0826058823529411,0.0698978493105138,10.411764705882351,4.664477777970057,0.8960058823529412,0.0943694036127986,8.352941176470589,5.600682731491182,112.6570411764706,18.88141071576945,37.12694117647059,7.831491193177934,52.89470588235295,33.11359102052114,81.62515882352942,6.978682482394047,414720.5876470588,0.1774305995172866,59.64424705882352,6.637965836112529,0.3398235294117647,0.0754960556040162,0.0377647058823529,0.0444909111670079,0.1243529411764706,0.1045651359060888,0.236,0.1080717354353116,0.0712941176470588,0.1026607061549612,5.882352941176471e-05,0.0002425356250363,0.0164117647058823,0.0184019660074997,0.0004117647058823,0.001003669737103,0.0002941176470588,0.0005878675320972,0.1321176470588235,0.0745057735623062,0.0414117647058823,0.0872933694672234,216.76664117647056,90.89744729621162,0.9355882352941176,0.0318801639415667,0.2881470588235294,0.0487758279997256,0.7888411764705883,0.0361278988252764,2.5054,0.7583580725818112,162.2064411764706,100.4083060228464,0.9675882352941176,0.0208872533603912,0.2807823529411765,0.0672417210079995,0.6342882352941177,0.0796285900474269,2.9378,1.3015814409786273,41.40987058823529,38.52679720199249,0.9970882352941176,0.0023148656421435,0.2344647058823529,0.0193188684055404,0.5826529411764706,0.0511572834214134,2.524117647058824,0.901939564380074,1,2,5.95744680851064,5.5531914893617,5.08510638297872,5.25531914893617,33,8,4.125,R_2WDsrmAlPtoO0HZ,0.08539453933628101,0.055002192622576,0.10157494052051701,0.051599874614197,0.051599874614197,0.08317062440981701,1,2,2
1+90 Years Crafting.mp4,1.4843941176470588,0.1189560605359613,43.93686470588235,49.623875709631214,1.8235294117647056,1.9759584420492964,0.8235294117647058,0.6359337738364604,0.0826058823529411,0.0698978493105138,10.411764705882351,4.664477777970057,0.8960058823529412,0.0943694036127986,8.352941176470589,5.600682731491182,112.6570411764706,18.88141071576945,37.12694117647059,7.831491193177934,52.89470588235295,33.11359102052114,81.62515882352942,6.978682482394047,414720.5876470588,0.1774305995172866,59.64424705882352,6.637965836112529,0.3398235294117647,0.0754960556040162,0.0377647058823529,0.0444909111670079,0.1243529411764706,0.1045651359060888,0.236,0.1080717354353116,0.0712941176470588,0.1026607061549612,5.882352941176471e-05,0.0002425356250363,0.0164117647058823,0.0184019660074997,0.0004117647058823,0.001003669737103,0.0002941176470588,0.0005878675320972,0.1321176470588235,0.0745057735623062,0.0414117647058823,0.0872933694672234,216.76664117647056,90.89744729621162,0.9355882352941176,0.0318801639415667,0.2881470588235294,0.0487758279997256,0.7888411764705883,0.0361278988252764,2.5054,0.7583580725818112,162.2064411764706,100.4083060228464,0.9675882352941176,0.0208872533603912,0.2807823529411765,0.0672417210079995,0.6342882352941177,0.0796285900474269,2.9378,1.3015814409786273,41.40987058823529,38.52679720199249,0.9970882352941176,0.0023148656421435,0.2344647058823529,0.0193188684055404,0.5826529411764706,0.0511572834214134,2.524117647058824,0.901939564380074,1,2,5.95744680851064,5.5531914893617,5.08510638297872,5.25531914893617,33,8,4.125,R_2DTAqyIUDqXnKfP,0.069290294116961,0.08771997702891701,0.11178523707882301,0.053017698688271005,0.053017698688271005,0.097590611872476,1,2,2
1+90 Years Crafting.mp4,1.4843941176470588,0.1189560605359613,43.93686470588235,49.623875709631214,1.8235294117647056,1.9759584420492964,0.8235294117647058,0.6359337738364604,0.0826058823529411,0.0698978493105138,10.411764705882351,4.664477777970057,0.8960058823529412,0.0943694036127986,8.352941176470589,5.600682731491182,112.6570411764706,18.88141071576945,37.12694117647059,7.831491193177934,52.89470588235295,33.11359102052114,81.62515882352942,6.978682482394047,414720.5876470588,0.1774305995172866,59.64424705882352,6.637965836112529,0.3398235294117647,0.0754960556040162,0.0377647058823529,0.0444909111670079,0.1243529411764706,0.1045651359060888,0.236,0.1080717354353116,0.0712941176470588,0.1026607061549612,5.882352941176471e-05,0.0002425356250363,0.0164117647058823,0.0184019660074997,0.0004117647058823,0.001003669737103,0.0002941176470588,0.0005878675320972,0.1321176470588235,0.0745057735623062,0.0414117647058823,0.0872933694672234,216.76664117647056,90.89744729621162,0.9355882352941176,0.0318801639415667,0.2881470588235294,0.0487758279997256,0.7888411764705883,0.0361278988252764,2.5054,0.7583580725818112,162.2064411764706,100.4083060228464,0.9675882352941176,0.0208872533603912,0.2807823529411765,0.0672417210079995,0.6342882352941177,0.0796285900474269,2.9378,1.3015814409786273,41.40987058823529,38.52679720199249,0.9970882352941176,0.0023148656421435,0.2344647058823529,0.0193188684055404,0.5826529411764706,0.0511572834214134,2.524117647058824,0.901939564380074,1,2,5.95744680851064,5.5531914893617,5.08510638297872,5.25531914893617,33,8,4.125,R_1Ic2grCw4d162ym,0.05520627418728401,0.09304045537305,0.108186223918141,0.040562307098765,0.040562307098765,0.09443715865339,1,2,2
1+90 Years Crafting.mp4,1.4843941176470588,0.1189560605359613,43.93686470588235,49.623875709631214,1.8235294117647056,1.9759584420492964,0.8235294117647058,0.6359337738364604,0.0826058823529411,0.0698978493105138,10.411764705882351,4.664477777970057,0.8960058823529412,0.0943694036127986,8.352941176470589,5.600682731491182,112.6570411764706,18.88141071576945,37.12694117647059,7.831491193177934,52.89470588235295,33.11359102052114,81.62515882352942,6.978682482394047,414720.5876470588,0.1774305995172866,59.64424705882352,6.637965836112529,0.3398235294117647,0.0754960556040162,0.0377647058823529,0.0444909111670079,0.1243529411764706,0.1045651359060888,0.236,0.1080717354353116,0.0712941176470588,0.1026607061549612,5.882352941176471e-05,0.0002425356250363,0.0164117647058823,0.0184019660074997,0.0004117647058823,0.001003669737103,0.0002941176470588,0.0005878675320972,0.1321176470588235,0.0745057735623062,0.0414117647058823,0.0872933694672234,216.76664117647056,90.89744729621162,0.9355882352941176,0.0318801639415667,0.2881470588235294,0.0487758279997256,0.7888411764705883,0.0361278988252764,2.5054,0.7583580725818112,162.2064411764706,100.4083060228464,0.9675882352941176,0.0208872533603912,0.2807823529411765,0.0672417210079995,0.6342882352941177,0.0796285900474269,2.9378,1.3015814409786273,41.40987058823529,38.52679720199249,0.9970882352941176,0.0023148656421435,0.2344647058823529,0.0193188684055404,0.5826529411764706,0.0511572834214134,2.524117647058824,0.901939564380074,1,2,5.95744680851064,5.5531914893617,5.08510638297872,5.25531914893617,33,8,4.125,R_ysdra57Iv3uoFm9,0.10684256820172001,0.14313621442062902,0.17861497769954102,0.13355999228395002,0.13355999228395002,0.15335294697485402,1,2,2
1+90 Years Crafting.mp4,1.4843941176470588,0.1189560605359613,43.93686470588235,49.623875709631214,1.8235294117647056,1.9759584420492964,0.8235294117647058,0.6359337738364604,0.0826058823529411,0.0698978493105138,10.411764705882351,4.664477777970057,0.8960058823529412,0.0943694036127986,8.352941176470589,5.600682731491182,112.6570411764706,18.88141071576945,37.12694117647059,7.831491193177934,52.89470588235295,33.11359102052114,81.62515882352942,6.978682482394047,414720.5876470588,0.1774305995172866,59.64424705882352,6.637965836112529,0.3398235294117647,0.0754960556040162,0.0377647058823529,0.0444909111670079,0.1243529411764706,0.1045651359060888,0.236,0.1080717354353116,0.0712941176470588,0.1026607061549612,5.882352941176471e-05,0.0002425356250363,0.0164117647058823,0.0184019660074997,0.0004117647058823,0.001003669737103,0.0002941176470588,0.0005878675320972,0.1321176470588235,0.0745057735623062,0.0414117647058823,0.0872933694672234,216.76664117647056,90.89744729621162,0.9355882352941176,0.0318801639415667,0.2881470588235294,0.0487758279997256,0.7888411764705883,0.0361278988252764,2.5054,0.7583580725818112,162.2064411764706,100.4083060228464,0.9675882352941176,0.0208872533603912,0.2807823529411765,0.0672417210079995,0.6342882352941177,0.0796285900474269,2.9378,1.3015814409786273,41.40987058823529,38.52679720199249,0.9970882352941176,0.0023148656421435,0.2344647058823529,0.0193188684055404,0.5826529411764706,0.0511572834214134,2.524117647058824,0.901939564380074,1,2,5.95744680851064,5.5531914893617,5.08510638297872,5.25531914893617,33,8,4.125,R_pcjQCK9dAmqufrX,0.055027648497756,0.10485523094848401,0.11841731949530201,0.06362485532407401,0.06362485532407401,0.09992365528195901,1,2,2
1+90 Years Crafting.mp4,1.4843941176470588,0.1189560605359613,43.93686470588235,49.623875709631214,1.8235294117647056,1.9759584420492964,0.8235294117647058,0.6359337738364604,0.0826058823529411,0.0698978493105138,10.411764705882351,4.664477777970057,0.8960058823529412,0.0943694036127986,8.352941176470589,5.600682731491182,112.6570411764706,18.88141071576945,37.12694117647059,7.831491193177934,52.89470588235295,33.11359102052114,81.62515882352942,6.978682482394047,414720.5876470588,0.1774305995172866,59.64424705882352,6.637965836112529,0.3398235294117647,0.0754960556040162,0.0377647058823529,0.0444909111670079,0.1243529411764706,0.1045651359060888,0.236,0.1080717354353116,0.0712941176470588,0.1026607061549612,5.882352941176471e-05,0.0002425356250363,0.0164117647058823,0.0184019660074997,0.0004117647058823,0.001003669737103,0.0002941176470588,0.0005878675320972,0.1321176470588235,0.0745057735623062,0.0414117647058823,0.0872933694672234,216.76664117647056,90.89744729621162,0.9355882352941176,0.0318801639415667,0.2881470588235294,0.0487758279997256,0.7888411764705883,0.0361278988252764,2.5054,0.7583580725818112,162.2064411764706,100.4083060228464,0.9675882352941176,0.0208872533603912,0.2807823529411765,0.0672417210079995,0.6342882352941177,0.0796285900474269,2.9378,1.3015814409786273,41.40987058823529,38.52679720199249,0.9970882352941176,0.0023148656421435,0.2344647058823529,0.0193188684055404,0.5826529411764706,0.0511572834214134,2.524117647058824,0.901939564380074,1,2,5.95744680851064,5.5531914893617,5.08510638297872,5.25531914893617,33,8,4.125,R_2V3B9AvjeLjviju,0.11340569707701101,0.12095435789588802,0.16580352476207902,0.13016734182098702,0.13016734182098702,0.142749667787193,1,2,2
10+Aptamil Advert 2021.mp4,1.3928794871794872,0.2015024972804467,50.400984615384615,69.51197851526832,1.564102564102564,1.046167738258163,1.2564102564102564,0.7510676161988108,0.0919230769230769,0.0469141851600426,6.6923076923076925,2.535576817525127,0.8666589743589744,0.1392331057841087,19.0,11.40175425099138,122.54266153846154,21.9574760595232,44.75051282051282,17.85077427905225,51.8925641025641,12.777679148431314,81.23141794871796,10.429553234890086,414720.5361538461,0.1925810203413372,58.70431538461538,5.576912456044891,0.2733846153846154,0.0293881603305027,0.1751538461538461,0.1554679757955821,0.2057435897435897,0.1596737987188284,0.1336923076923077,0.0725211961197529,0.0404358974358974,0.0611451228299031,0.0003846153846153,0.0009065662403697,0.0376666666666666,0.0388718091148283,0.0031794871794871,0.0032756822902925,0.0068974358974358,0.0103257340042268,0.1053589743589743,0.0961568037331916,0.018025641025641,0.0359930455121009,178.09300512820514,97.55017055266308,0.9560333333333332,0.0187776929995663,0.2619717948717949,0.0170673734407887,0.8143717948717949,0.0368122473092422,1.873374358974359,0.6677716851857096,231.09006666666667,31.04858404368981,0.948720512820513,0.0213195756288264,0.2313794871794871,0.0048267990639531,0.6471307692307693,0.0627274772070512,3.00886923076923,0.808857419337805,109.6346435897436,38.45330888029763,0.9917205128205128,0.0025253639119915,0.2273051282051282,0.00429424025006,0.623648717948718,0.0614987585317351,3.22825641025641,0.9721891222214544,10,2,4.16666666666667,4.0,5.66666666666667,3.33333333333333,31,14,2.2142857142857144,R_2cjymW7g7GFnOaL,0.084049507368952,0.083634553805777,0.11857089979946601,0.08223500192901201,0.08223500192901201,0.101961507535336,1,2,2
