filename,segment,wc,analytic,clout,authentic,tone,wps,bigwords,dic,linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,drives,affiliation,achieve,power,cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,culture,politic,ethnicity,tech,lifestyle,leisure,home,work,money,relig,physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,conversation,netspeak,assent,nonflu,filler,allpunc,period,comma,qmark,exclam,apostro,otherp,emoji,absolutist,agitation,dejection,accomplishment,behavioral_activation,breadth,decisions,effort_enjoyment,longterm,satisfaction,structure,competence,excitement,not_relevant,ruggedness,sincerity,sophistication,highcontroversial,lowcontroversial,mediumcontroversial,benefit,cost,creativity_innovation,alterations,cogs_precogs,enchantment_emotions,fabulations,infinity_eternity,renewal,spiritual_imagery,total,vision,agency,agentrelatedemotions,experience,mindoverall,patientrelatedemotions,security,VideoNumber,"GroupN(1=low(1-3),2=neutral(4-6),3=high(7-10))",PrefereneMean,PurchaseDesireMean,NarrativeInterityMean,EmpathyMean,TotalTime(S),ShotNumber,ShotMean,ad_id,id,std_x,std_y,combined_std,convex_hull_area,convex_hull_area_shapely,mean_euclidean_distance,intercept,preference,purchase
111-2002 Good Start Formula Commercial.txt,1,598,55.55,96.09,26.84,99.0,10.68,17.39,87.96,62.88,48.16,13.38,9.36,0.0,0.0,2.68,2.68,2.68,4.01,10.7,4.01,3.68,14.72,9.36,4.01,6.69,0.0,17.39,6.69,5.35,1.34,1.34,0.0,0.0,8.03,4.01,4.01,4.01,0.0,0.0,0.0,0.0,0.0,0.0,14.72,13.38,1.34,10.7,10.7,0.0,0.0,0.0,0.0,0.0,13.38,2.68,1.34,0.0,0,0.0,1.34,10.7,1.34,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0,0,0.0,1.34,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.04,10.7,0.0,0.0,6.69,0.0,0.0,4.01,6.69,1.34,9.36,0.0,0.0,0.0,0.0,0.0,0,24.58,11.71,3.85,0.0,0.0,6.69,2.34,0,1.34,0.0,0.0,1.34,4.01,0.0,0.0,0.0,1.34,1.34,1.34,0.0,0.0,0,0.0,6.69,0.0,0.0,6.69,0.0,8.03,1.34,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0,1.34,0,1.34,0.0,4.01,5.35,0.0,1.34,111,1,4.0,3.8,6.0,4.2,31,10,3.1,111-2002 Good Start Formula Commercial.mp4,R_u7DOP1sJ19ZOsxz,0.06494365501320801,0.101528008238635,0.12052225845618302,0.053548177083333,0.053548177083333,0.10993598848892101,1,1,2
111-2002 Good Start Formula Commercial.txt,1,598,55.55,96.09,26.84,99.0,10.68,17.39,87.96,62.88,48.16,13.38,9.36,0.0,0.0,2.68,2.68,2.68,4.01,10.7,4.01,3.68,14.72,9.36,4.01,6.69,0.0,17.39,6.69,5.35,1.34,1.34,0.0,0.0,8.03,4.01,4.01,4.01,0.0,0.0,0.0,0.0,0.0,0.0,14.72,13.38,1.34,10.7,10.7,0.0,0.0,0.0,0.0,0.0,13.38,2.68,1.34,0.0,0,0.0,1.34,10.7,1.34,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0,0,0.0,1.34,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.04,10.7,0.0,0.0,6.69,0.0,0.0,4.01,6.69,1.34,9.36,0.0,0.0,0.0,0.0,0.0,0,24.58,11.71,3.85,0.0,0.0,6.69,2.34,0,1.34,0.0,0.0,1.34,4.01,0.0,0.0,0.0,1.34,1.34,1.34,0.0,0.0,0,0.0,6.69,0.0,0.0,6.69,0.0,8.03,1.34,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0,1.34,0,1.34,0.0,4.01,5.35,0.0,1.34,111,1,4.0,3.8,6.0,4.2,31,10,3.1,111-2002 Good Start Formula Commercial.mp4,R_29oaoze9QpSPQaS,0.089125265603476,0.111395447789116,0.14266134289648302,0.090473090277777,0.090473090277777,0.125946936734619,1,1,2
111-2002 Good Start Formula Commercial.txt,1,598,55.55,96.09,26.84,99.0,10.68,17.39,87.96,62.88,48.16,13.38,9.36,0.0,0.0,2.68,2.68,2.68,4.01,10.7,4.01,3.68,14.72,9.36,4.01,6.69,0.0,17.39,6.69,5.35,1.34,1.34,0.0,0.0,8.03,4.01,4.01,4.01,0.0,0.0,0.0,0.0,0.0,0.0,14.72,13.38,1.34,10.7,10.7,0.0,0.0,0.0,0.0,0.0,13.38,2.68,1.34,0.0,0,0.0,1.34,10.7,1.34,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0,0,0.0,1.34,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.04,10.7,0.0,0.0,6.69,0.0,0.0,4.01,6.69,1.34,9.36,0.0,0.0,0.0,0.0,0.0,0,24.58,11.71,3.85,0.0,0.0,6.69,2.34,0,1.34,0.0,0.0,1.34,4.01,0.0,0.0,0.0,1.34,1.34,1.34,0.0,0.0,0,0.0,6.69,0.0,0.0,6.69,0.0,8.03,1.34,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0,1.34,0,1.34,0.0,4.01,5.35,0.0,1.34,111,1,4.0,3.8,6.0,4.2,31,10,3.1,111-2002 Good Start Formula Commercial.mp4,R_3huRx7DSEpTm1OF,0.08216429669061201,0.10651712031075401,0.13452460209924,0.099098186728395,0.099098186728395,0.118989613512317,1,1,2
111-2002 Good Start Formula Commercial.txt,1,598,55.55,96.09,26.84,99.0,10.68,17.39,87.96,62.88,48.16,13.38,9.36,0.0,0.0,2.68,2.68,2.68,4.01,10.7,4.01,3.68,14.72,9.36,4.01,6.69,0.0,17.39,6.69,5.35,1.34,1.34,0.0,0.0,8.03,4.01,4.01,4.01,0.0,0.0,0.0,0.0,0.0,0.0,14.72,13.38,1.34,10.7,10.7,0.0,0.0,0.0,0.0,0.0,13.38,2.68,1.34,0.0,0,0.0,1.34,10.7,1.34,0.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01,0.0,0.0,0.0,0,0,0.0,1.34,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.04,10.7,0.0,0.0,6.69,0.0,0.0,4.01,6.69,1.34,9.36,0.0,0.0,0.0,0.0,0.0,0,24.58,11.71,3.85,0.0,0.0,6.69,2.34,0,1.34,0.0,0.0,1.34,4.01,0.0,0.0,0.0,1.34,1.34,1.34,0.0,0.0,0,0.0,6.69,0.0,0.0,6.69,0.0,8.03,1.34,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0,1.34,0,1.34,0.0,4.01,5.35,0.0,1.34,111,1,4.0,3.8,6.0,4.2,31,10,3.1,111-2002 Good Start Formula Commercial.mp4,R_W3A7gkKqFyYxn5D,0.083040402437974,0.096903941531813,0.12761693587240602,0.078056278935185,0.078056278935185,0.112719667170733,1,1,2
"112-Bobbie Launches First Organic, European-Style Infant Formula in the U.S..txt",1,238,89.52,18.83,99.0,99.0,2.94,0.0,91.6,21.01,12.61,4.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,8.4,4.2,0.0,0.0,0.0,16.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82,58.82,0.0,29.41,29.41,0.0,0.0,0.0,0.0,0.0,58.82,58.82,0.0,58.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.2,4.2,0.0,4.2,4.2,0.0,0.0,0.0,58.82,0.0,4.2,8.4,0.0,0.0,0.0,0.0,0,56.72,41.18,3.78,0.0,0.0,4.2,7.56,0,0.0,0.0,0.0,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,0.0,0,0.0,29.41,0.0,0.0,29.41,0.0,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112,3,7.66666666666667,6.5,5.0,8.0,49,9,5.444444444444445,"112-Bobbie Launches First Organic, European-Style Infant Formula in the U.S..mp4",R_DqlWTuFkeOzLLfr,0.115017987699564,0.068196707228641,0.13371584936456202,0.088953993055555,0.088953993055555,0.10363627697767701,1,3,3
"112-Bobbie Launches First Organic, European-Style Infant Formula in the U.S..txt",1,238,89.52,18.83,99.0,99.0,2.94,0.0,91.6,21.01,12.61,4.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,8.4,4.2,0.0,0.0,0.0,16.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82,58.82,0.0,29.41,29.41,0.0,0.0,0.0,0.0,0.0,58.82,58.82,0.0,58.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.2,4.2,0.0,4.2,4.2,0.0,0.0,0.0,58.82,0.0,4.2,8.4,0.0,0.0,0.0,0.0,0,56.72,41.18,3.78,0.0,0.0,4.2,7.56,0,0.0,0.0,0.0,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,0.0,0,0.0,29.41,0.0,0.0,29.41,0.0,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112,3,7.66666666666667,6.5,5.0,8.0,49,9,5.444444444444445,"112-Bobbie Launches First Organic, European-Style Infant Formula in the U.S..mp4",R_1JFuJwLzDQA1yUv,0.136441603103431,0.13420409736250802,0.191381950053603,0.183856577932098,0.183856577932098,0.17123298686912702,1,3,3
"112-Bobbie Launches First Organic, European-Style Infant Formula in the U.S..txt",1,238,89.52,18.83,99.0,99.0,2.94,0.0,91.6,21.01,12.61,4.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,8.4,4.2,0.0,0.0,0.0,16.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82,58.82,0.0,29.41,29.41,0.0,0.0,0.0,0.0,0.0,58.82,58.82,0.0,58.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.2,4.2,0.0,4.2,4.2,0.0,0.0,0.0,58.82,0.0,4.2,8.4,0.0,0.0,0.0,0.0,0,56.72,41.18,3.78,0.0,0.0,4.2,7.56,0,0.0,0.0,0.0,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,0.0,0,0.0,29.41,0.0,0.0,29.41,0.0,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112,3,7.66666666666667,6.5,5.0,8.0,49,9,5.444444444444445,"112-Bobbie Launches First Organic, European-Style Infant Formula in the U.S..mp4",R_1F2o6n9ZsRbQm1N,0.11559053124776401,0.095781054048094,0.150117224956712,0.12311439043209801,0.12311439043209801,0.12335125100619901,1,3,3
"112-Bobbie Launches First Organic, European-Style Infant Formula in the U.S..txt",1,238,89.52,18.83,99.0,99.0,2.94,0.0,91.6,21.01,12.61,4.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,8.4,4.2,0.0,0.0,0.0,16.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82,58.82,0.0,29.41,29.41,0.0,0.0,0.0,0.0,0.0,58.82,58.82,0.0,58.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.2,4.2,0.0,4.2,4.2,0.0,0.0,0.0,58.82,0.0,4.2,8.4,0.0,0.0,0.0,0.0,0,56.72,41.18,3.78,0.0,0.0,4.2,7.56,0,0.0,0.0,0.0,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,0.0,0,0.0,29.41,0.0,0.0,29.41,0.0,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112,3,7.66666666666667,6.5,5.0,8.0,49,9,5.444444444444445,"112-Bobbie Launches First Organic, European-Style Infant Formula in the U.S..mp4",R_2qatb7CUdvXoCIe,0.10973300617803701,0.09007407179259601,0.141967147798943,0.08621720679012301,0.08621720679012301,0.12330564037876302,1,3,3
"112-Bobbie Launches First Organic, European-Style Infant Formula in the U.S..txt",1,238,89.52,18.83,99.0,99.0,2.94,0.0,91.6,21.01,12.61,4.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,8.4,4.2,0.0,0.0,0.0,16.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82,58.82,0.0,29.41,29.41,0.0,0.0,0.0,0.0,0.0,58.82,58.82,0.0,58.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.2,4.2,0.0,4.2,4.2,0.0,0.0,0.0,58.82,0.0,4.2,8.4,0.0,0.0,0.0,0.0,0,56.72,41.18,3.78,0.0,0.0,4.2,7.56,0,0.0,0.0,0.0,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,0.0,0,0.0,29.41,0.0,0.0,29.41,0.0,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112,3,7.66666666666667,6.5,5.0,8.0,49,9,5.444444444444445,"112-Bobbie Launches First Organic, European-Style Infant Formula in the U.S..mp4",R_cTmyqInNF9I7MLD,0.16104992084122202,0.138108977158656,0.21215835259252502,0.209534143518518,0.209534143518518,0.19516331064979803,1,3,3
"112-Bobbie Launches First Organic, European-Style Infant Formula in the U.S..txt",1,238,89.52,18.83,99.0,99.0,2.94,0.0,91.6,21.01,12.61,4.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.56,8.4,4.2,0.0,0.0,0.0,16.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.82,58.82,0.0,29.41,29.41,0.0,0.0,0.0,0.0,0.0,58.82,58.82,0.0,58.82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.2,4.2,0.0,4.2,4.2,0.0,0.0,0.0,58.82,0.0,4.2,8.4,0.0,0.0,0.0,0.0,0,56.72,41.18,3.78,0.0,0.0,4.2,7.56,0,0.0,0.0,0.0,0.0,4.2,0.0,4.2,0.0,4.2,0.0,4.2,0.0,0.0,0,0.0,29.41,0.0,0.0,29.41,0.0,29.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,112,3,7.66666666666667,6.5,5.0,8.0,49,9,5.444444444444445,"112-Bobbie Launches First Organic, European-Style Infant Formula in the U.S..mp4",R_W3A7gkKqFyYxn5D,0.09149050942144901,0.076292534966722,0.11912625321836001,0.07319516782407401,0.07319516782407401,0.11063181898414601,1,3,3
114-Carnation Follow Up Formula Commercial (1995).txt,1,848,79.07,87.88,3.7,88.29,4.99,33.02,75.24,54.25,43.63,8.25,5.9,0.0,0.0,5.9,0.0,0.0,2.36,9.43,5.9,3.3,18.87,9.43,4.72,7.08,1.18,11.79,8.25,3.54,7.08,0.0,5.9,2.36,3.54,1.18,2.36,0.0,0.0,1.18,0.0,0.0,1.18,0.0,4.72,4.72,0.0,2.36,2.36,0.0,0.0,0.0,0.0,0.0,8.25,2.36,2.36,2.36,0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,3.54,2.36,0.0,5.9,2.36,0.0,2.36,0,0,0.0,3.54,0,0.0,0.0,0.0,0.0,1.18,0,0.0,0.0,0.0,8.25,7.08,0.0,0.0,7.08,0.0,0.0,0.0,1.18,2.36,7.08,2.36,0.0,0.0,0.0,0.0,0,38.33,12.74,1.06,0.0,9.43,8.25,6.84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.36,0.0,1.18,0.0,11.79,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,114,3,7.83333333333333,7.66666666666667,4.5,7.0,30,13,2.3076923076923075,114-Carnation Follow Up Formula Commercial (1995).mp4,R_2So6AHOrgO8Dxbu,0.06616547214031801,0.037658006881048006,0.076131433625043,0.034532937885802,0.034532937885802,0.05935331926426501,1,3,3
114-Carnation Follow Up Formula Commercial (1995).txt,1,848,79.07,87.88,3.7,88.29,4.99,33.02,75.24,54.25,43.63,8.25,5.9,0.0,0.0,5.9,0.0,0.0,2.36,9.43,5.9,3.3,18.87,9.43,4.72,7.08,1.18,11.79,8.25,3.54,7.08,0.0,5.9,2.36,3.54,1.18,2.36,0.0,0.0,1.18,0.0,0.0,1.18,0.0,4.72,4.72,0.0,2.36,2.36,0.0,0.0,0.0,0.0,0.0,8.25,2.36,2.36,2.36,0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,3.54,2.36,0.0,5.9,2.36,0.0,2.36,0,0,0.0,3.54,0,0.0,0.0,0.0,0.0,1.18,0,0.0,0.0,0.0,8.25,7.08,0.0,0.0,7.08,0.0,0.0,0.0,1.18,2.36,7.08,2.36,0.0,0.0,0.0,0.0,0,38.33,12.74,1.06,0.0,9.43,8.25,6.84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.36,0.0,1.18,0.0,11.79,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,114,3,7.83333333333333,7.66666666666667,4.5,7.0,30,13,2.3076923076923075,114-Carnation Follow Up Formula Commercial (1995).mp4,R_1F2o6n9ZsRbQm1N,0.06300677601441801,0.038555493360994,0.073867312744141,0.024163290895061,0.024163290895061,0.060224369141066006,1,3,3
114-Carnation Follow Up Formula Commercial (1995).txt,1,848,79.07,87.88,3.7,88.29,4.99,33.02,75.24,54.25,43.63,8.25,5.9,0.0,0.0,5.9,0.0,0.0,2.36,9.43,5.9,3.3,18.87,9.43,4.72,7.08,1.18,11.79,8.25,3.54,7.08,0.0,5.9,2.36,3.54,1.18,2.36,0.0,0.0,1.18,0.0,0.0,1.18,0.0,4.72,4.72,0.0,2.36,2.36,0.0,0.0,0.0,0.0,0.0,8.25,2.36,2.36,2.36,0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,3.54,2.36,0.0,5.9,2.36,0.0,2.36,0,0,0.0,3.54,0,0.0,0.0,0.0,0.0,1.18,0,0.0,0.0,0.0,8.25,7.08,0.0,0.0,7.08,0.0,0.0,0.0,1.18,2.36,7.08,2.36,0.0,0.0,0.0,0.0,0,38.33,12.74,1.06,0.0,9.43,8.25,6.84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.36,0.0,1.18,0.0,11.79,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,114,3,7.83333333333333,7.66666666666667,4.5,7.0,30,13,2.3076923076923075,114-Carnation Follow Up Formula Commercial (1995).mp4,R_2Y4KhwyNARJx9xU,0.06360967860910301,0.041361686413702005,0.075874767319174,0.028387827932098004,0.028387827932098004,0.060187719798897005,1,3,3
114-Carnation Follow Up Formula Commercial (1995).txt,1,848,79.07,87.88,3.7,88.29,4.99,33.02,75.24,54.25,43.63,8.25,5.9,0.0,0.0,5.9,0.0,0.0,2.36,9.43,5.9,3.3,18.87,9.43,4.72,7.08,1.18,11.79,8.25,3.54,7.08,0.0,5.9,2.36,3.54,1.18,2.36,0.0,0.0,1.18,0.0,0.0,1.18,0.0,4.72,4.72,0.0,2.36,2.36,0.0,0.0,0.0,0.0,0.0,8.25,2.36,2.36,2.36,0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,3.54,2.36,0.0,5.9,2.36,0.0,2.36,0,0,0.0,3.54,0,0.0,0.0,0.0,0.0,1.18,0,0.0,0.0,0.0,8.25,7.08,0.0,0.0,7.08,0.0,0.0,0.0,1.18,2.36,7.08,2.36,0.0,0.0,0.0,0.0,0,38.33,12.74,1.06,0.0,9.43,8.25,6.84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.36,0.0,1.18,0.0,11.79,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,114,3,7.83333333333333,7.66666666666667,4.5,7.0,30,13,2.3076923076923075,114-Carnation Follow Up Formula Commercial (1995).mp4,R_1K7Gd5xdnP7H7Hs,0.10568922564575901,0.131848593555311,0.16898006994942902,0.195703124999999,0.195703125,0.14619060046471902,1,3,3
114-Carnation Follow Up Formula Commercial (1995).txt,1,848,79.07,87.88,3.7,88.29,4.99,33.02,75.24,54.25,43.63,8.25,5.9,0.0,0.0,5.9,0.0,0.0,2.36,9.43,5.9,3.3,18.87,9.43,4.72,7.08,1.18,11.79,8.25,3.54,7.08,0.0,5.9,2.36,3.54,1.18,2.36,0.0,0.0,1.18,0.0,0.0,1.18,0.0,4.72,4.72,0.0,2.36,2.36,0.0,0.0,0.0,0.0,0.0,8.25,2.36,2.36,2.36,0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,3.54,2.36,0.0,5.9,2.36,0.0,2.36,0,0,0.0,3.54,0,0.0,0.0,0.0,0.0,1.18,0,0.0,0.0,0.0,8.25,7.08,0.0,0.0,7.08,0.0,0.0,0.0,1.18,2.36,7.08,2.36,0.0,0.0,0.0,0.0,0,38.33,12.74,1.06,0.0,9.43,8.25,6.84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.36,0.0,1.18,0.0,11.79,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,114,3,7.83333333333333,7.66666666666667,4.5,7.0,30,13,2.3076923076923075,114-Carnation Follow Up Formula Commercial (1995).mp4,R_3n75JGLz1DIwqsc,0.100422322512695,0.09450549975779901,0.13789826809396602,0.11477261766975301,0.11477261766975301,0.11979156531729501,1,3,3
114-Carnation Follow Up Formula Commercial (1995).txt,1,848,79.07,87.88,3.7,88.29,4.99,33.02,75.24,54.25,43.63,8.25,5.9,0.0,0.0,5.9,0.0,0.0,2.36,9.43,5.9,3.3,18.87,9.43,4.72,7.08,1.18,11.79,8.25,3.54,7.08,0.0,5.9,2.36,3.54,1.18,2.36,0.0,0.0,1.18,0.0,0.0,1.18,0.0,4.72,4.72,0.0,2.36,2.36,0.0,0.0,0.0,0.0,0.0,8.25,2.36,2.36,2.36,0,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,0.0,3.54,2.36,0.0,5.9,2.36,0.0,2.36,0,0,0.0,3.54,0,0.0,0.0,0.0,0.0,1.18,0,0.0,0.0,0.0,8.25,7.08,0.0,0.0,7.08,0.0,0.0,0.0,1.18,2.36,7.08,2.36,0.0,0.0,0.0,0.0,0,38.33,12.74,1.06,0.0,9.43,8.25,6.84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.36,0.0,1.18,0.0,11.79,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,114,3,7.83333333333333,7.66666666666667,4.5,7.0,30,13,2.3076923076923075,114-Carnation Follow Up Formula Commercial (1995).mp4,R_W3A7gkKqFyYxn5D,0.06369611617712101,0.046964221215910006,0.07913806473794001,0.038423514660493006,0.038423514660493006,0.06696376779801,1,3,3
115-Enfamil commercial 2010 Gina Santoriello.txt,1,610,97.91,73.81,27.07,95.5,11.3,33.93,77.87,50.16,33.93,1.48,0.0,0.0,0.0,0.0,0.0,0.0,1.48,14.75,7.38,5.57,11.8,5.9,0.0,1.48,0.0,8.85,10.33,13.28,4.43,1.48,2.95,2.95,7.38,1.48,5.9,1.48,1.48,0.0,0.0,0.0,2.95,0.0,5.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.75,4.43,1.48,0.0,0,0.0,0.0,8.85,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,5.9,0.0,5.9,0,0,0.0,2.95,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.95,2.95,0.0,0.0,2.95,0.0,0.0,0.0,7.38,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0,25.74,11.48,8.69,0.0,0.0,1.48,4.1,0,1.48,0.0,0.0,0.0,5.9,0.0,0.0,0.0,1.48,0.0,4.43,0.0,1.48,0,0.0,0.0,0.0,0.0,7.38,0.0,0.0,0.0,14.75,1.48,0.0,0.0,0.0,0.0,0.0,0,1.48,0,1.48,0.0,0.0,1.48,0.0,0.0,115,2,7.0,7.75,4.5,7.75,31,16,1.9375,115-Enfamil commercial 2010 Gina Santoriello.mp4,R_2qFdJq0jnOo6gpt,0.084910677400841,0.08645254891189601,0.12117700421298401,0.08582296489197501,0.08582296489197501,0.11168657983160701,1,2,3
